ID_LAT_LON_YEAR_WEEK,emission
ID_-0.528_29.472_2022_03,6.776213
ID_-0.528_29.472_2022_04,4.331247
ID_-0.528_29.472_2022_05,106.86762
ID_-0.528_29.472_2022_06,8.831416
ID_-0.528_29.472_2022_07,9.247107
ID_-0.528_29.472_2022_08,3.2576034
ID_-0.528_29.472_2022_09,10.19519
ID_-0.528_29.472_2022_10,11.160427
ID_-0.528_29.472_2022_11,1.8873773
ID_-0.528_29.472_2022_12,2.07858
ID_-0.528_29.472_2022_13,7.7611237
ID_-0.528_29.472_2022_14,1.0871671
ID_-0.528_29.472_2022_15,10.413737
ID_-0.528_29.472_2022_16,10.66012
ID_-0.528_29.472_2022_17,0.8486436
ID_-0.528_29.472_2022_18,15.737463
ID_-0.528_29.472_2022_19,2.2734866
ID_-0.528_29.472_2022_20,6.44062
ID_-0.528_29.472_2022_21,8.458436
ID_-0.528_29.472_2022_22,3.6364715
ID_-0.528_29.472_2022_23,12.780153
ID_-0.528_29.472_2022_24,1.7607596
ID_-0.528_29.472_2022_25,1.8012558
ID_-0.528_29.472_2022_26,2.2074914
ID_-0.528_29.472_2022_27,1.5045757
ID_-0.528_29.472_2022_28,5.947136
ID_-0.528_29.472_2022_29,6.497059
ID_-0.528_29.472_2022_30,13.218695
ID_-0.528_29.472_2022_31,7.0512314
ID_-0.528_29.472_2022_32,29.323492
ID_-0.528_29.472_2022_33,24.097805
ID_-0.528_29.472_2022_34,29.30617
ID_-0.528_29.472_2022_35,39.399864
ID_-0.528_29.472_2022_36,11.591502
ID_-0.528_29.472_2022_37,7.4922676
ID_-0.528_29.472_2022_38,11.087123
ID_-0.528_29.472_2022_39,22.4105
ID_-0.528_29.472_2022_40,23.951925
ID_-0.528_29.472_2022_41,15.633155
ID_-0.528_29.472_2022_42,25.523888
ID_-0.528_29.472_2022_43,29.314417
ID_-0.528_29.472_2022_44,6.7421336
ID_-0.528_29.472_2022_45,4.228968
ID_-0.528_29.472_2022_46,1.6981415
ID_-0.528_29.472_2022_47,13.505
ID_-0.528_29.472_2022_48,7.586167
ID_-0.547_29.653_2022_00,100.79722
ID_-0.547_29.653_2022_01,11.992258
ID_-0.547_29.653_2022_02,10.053036
ID_-0.547_29.653_2022_03,0.21884021
ID_-0.547_29.653_2022_04,0.8559427
ID_-0.547_29.653_2022_05,0.27095017
ID_-0.547_29.653_2022_06,92.98436
ID_-0.547_29.653_2022_07,96.10697
ID_-0.547_29.653_2022_08,1.7210112
ID_-0.547_29.653_2022_09,91.67093
ID_-0.547_29.653_2022_10,34.397614
ID_-0.547_29.653_2022_11,8.530483
ID_-0.547_29.653_2022_12,1.1563745
ID_-0.547_29.653_2022_13,4.777863
ID_-0.547_29.653_2022_14,4.987645
ID_-0.547_29.653_2022_15,4.842597
ID_-0.547_29.653_2022_16,5.797139
ID_-0.547_29.653_2022_17,4.0080166
ID_-0.547_29.653_2022_18,10.008853
ID_-0.547_29.653_2022_19,16.9924
ID_-0.547_29.653_2022_20,16.815073
ID_-0.547_29.653_2022_21,14.09726
ID_-0.547_29.653_2022_22,24.183352
ID_-0.547_29.653_2022_23,51.940525
ID_-0.547_29.653_2022_24,8.443625
ID_-0.547_29.653_2022_25,1.7673917
ID_-0.547_29.653_2022_26,1.4721802
ID_-0.547_29.653_2022_27,13.40731
ID_-0.547_29.653_2022_28,12.648184
ID_-0.547_29.653_2022_29,12.916028
ID_-0.547_29.653_2022_30,16.501049
ID_-0.547_29.653_2022_31,9.073752
ID_-0.547_29.653_2022_32,15.831017
ID_-0.547_29.653_2022_33,53.286118
ID_-0.547_29.653_2022_34,48.21305
ID_-0.547_29.653_2022_35,26.271734
ID_-0.547_29.653_2022_36,17.14202
ID_-0.547_29.653_2022_37,14.149764
ID_-0.547_29.653_2022_38,15.010642
ID_-0.547_29.653_2022_39,22.328627
ID_-0.547_29.653_2022_40,13.7463875
ID_-0.547_29.653_2022_41,19.45828
ID_-0.547_29.653_2022_42,25.176535
ID_-0.547_29.653_2022_43,9.269946
ID_-0.547_29.653_2022_44,3.3735938
ID_-0.547_29.653_2022_45,4.392053
ID_-0.547_29.653_2022_46,3.0827389
ID_-0.547_29.653_2022_47,3.1490629
ID_-0.547_29.653_2022_48,3.4821384
ID_-0.569_30.031_2022_00,209.76743
ID_-0.569_30.031_2022_01,108.27389
ID_-0.569_30.031_2022_02,102.48979
ID_-0.569_30.031_2022_03,106.39359
ID_-0.569_30.031_2022_04,104.42598
ID_-0.569_30.031_2022_05,104.82348
ID_-0.569_30.031_2022_06,104.36362
ID_-0.569_30.031_2022_07,95.5461
ID_-0.569_30.031_2022_08,100.90739
ID_-0.569_30.031_2022_09,106.17299
ID_-0.569_30.031_2022_10,111.592636
ID_-0.569_30.031_2022_11,105.19412
ID_-0.569_30.031_2022_12,112.587776
ID_-0.569_30.031_2022_13,100.736305
ID_-0.569_30.031_2022_14,130.60164
ID_-0.569_30.031_2022_15,124.05097
ID_-0.569_30.031_2022_16,132.07211
ID_-0.569_30.031_2022_17,110.01505
ID_-0.569_30.031_2022_18,99.22003
ID_-0.569_30.031_2022_19,102.24801
ID_-0.569_30.031_2022_20,110.979195
ID_-0.569_30.031_2022_21,116.72476
ID_-0.569_30.031_2022_22,111.986984
ID_-0.569_30.031_2022_23,104.89917
ID_-0.569_30.031_2022_24,108.32273
ID_-0.569_30.031_2022_25,109.01127
ID_-0.569_30.031_2022_26,108.34998
ID_-0.569_30.031_2022_27,106.57894
ID_-0.569_30.031_2022_28,113.87701
ID_-0.569_30.031_2022_29,103.96522
ID_-0.569_30.031_2022_30,103.659096
ID_-0.569_30.031_2022_31,107.52617
ID_-0.569_30.031_2022_32,123.17248
ID_-0.569_30.031_2022_33,120.0397
ID_-0.569_30.031_2022_34,107.873405
ID_-0.569_30.031_2022_35,118.43645
ID_-0.569_30.031_2022_36,120.805695
ID_-0.569_30.031_2022_37,128.91228
ID_-0.569_30.031_2022_38,118.954216
ID_-0.569_30.031_2022_39,141.08542
ID_-0.569_30.031_2022_40,141.01302
ID_-0.569_30.031_2022_41,134.37024
ID_-0.569_30.031_2022_42,127.968124
ID_-0.569_30.031_2022_43,112.13222
ID_-0.569_30.031_2022_44,116.70219
ID_-0.569_30.031_2022_45,117.04795
ID_-0.569_30.031_2022_46,111.64767
ID_-0.569_30.031_2022_47,111.77836
ID_-0.569_30.031_2022_48,128.27856
ID_-0.615_30.885_2022_00,142.54568
ID_-0.615_30.885_2022_01,68.143456
ID_-0.615_30.885_2022_02,53.736164
ID_-0.615_30.885_2022_03,51.91847
ID_-0.615_30.885_2022_04,53.826538
ID_-0.615_30.885_2022_05,54.46439
ID_-0.615_30.885_2022_06,39.68599
ID_-0.615_30.885_2022_07,52.667633
ID_-0.615_30.885_2022_08,153.19048
ID_-0.615_30.885_2022_09,61.139503
ID_-0.615_30.885_2022_10,72.15587
ID_-0.615_30.885_2022_11,55.24714
ID_-0.615_30.885_2022_12,68.4044
ID_-0.615_30.885_2022_13,42.53845
ID_-0.615_30.885_2022_14,42.129856
ID_-0.615_30.885_2022_15,64.71134
ID_-0.615_30.885_2022_16,57.25142
ID_-0.615_30.885_2022_17,55.760487
ID_-0.615_30.885_2022_18,39.623833
ID_-0.615_30.885_2022_19,63.636623
ID_-0.615_30.885_2022_20,72.24512
ID_-0.615_30.885_2022_21,65.50033
ID_-0.615_30.885_2022_22,65.28753
ID_-0.615_30.885_2022_23,78.92297
ID_-0.615_30.885_2022_24,89.27374
ID_-0.615_30.885_2022_25,67.622826
ID_-0.615_30.885_2022_26,59.65481
ID_-0.615_30.885_2022_27,61.138485
ID_-0.615_30.885_2022_28,55.20643
ID_-0.615_30.885_2022_29,47.49927
ID_-0.615_30.885_2022_30,45.25058
ID_-0.615_30.885_2022_31,45.8364
ID_-0.615_30.885_2022_32,56.201275
ID_-0.615_30.885_2022_33,47.40833
ID_-0.615_30.885_2022_34,42.909004
ID_-0.615_30.885_2022_35,65.824356
ID_-0.615_30.885_2022_36,58.50554
ID_-0.615_30.885_2022_37,54.56138
ID_-0.615_30.885_2022_38,79.87062
ID_-0.615_30.885_2022_39,73.330765
ID_-0.615_30.885_2022_40,71.46172
ID_-0.615_30.885_2022_41,102.12699
ID_-0.615_30.885_2022_42,100.16745
ID_-0.615_30.885_2022_43,58.803894
ID_-0.615_30.885_2022_44,48.264614
ID_-0.615_30.885_2022_45,49.670063
ID_-0.615_30.885_2022_46,67.959206
ID_-0.615_30.885_2022_47,63.441166
ID_-0.615_30.885_2022_48,92.81255
ID_-0.627_29.773_2022_00,159.45023
ID_-0.627_29.773_2022_01,61.41529
ID_-0.627_29.773_2022_02,52.24943
ID_-0.627_29.773_2022_03,53.1913
ID_-0.627_29.773_2022_04,51.439754
ID_-0.627_29.773_2022_05,49.537323
ID_-0.627_29.773_2022_06,51.492584
ID_-0.627_29.773_2022_07,60.522964
ID_-0.627_29.773_2022_08,59.709934
ID_-0.627_29.773_2022_09,56.247097
ID_-0.627_29.773_2022_10,47.628983
ID_-0.627_29.773_2022_11,53.618256
ID_-0.627_29.773_2022_12,52.64999
ID_-0.627_29.773_2022_13,52.513885
ID_-0.627_29.773_2022_14,61.93556
ID_-0.627_29.773_2022_15,55.974995
ID_-0.627_29.773_2022_16,68.31354
ID_-0.627_29.773_2022_17,54.575798
ID_-0.627_29.773_2022_18,70.51859
ID_-0.627_29.773_2022_19,60.20673
ID_-0.627_29.773_2022_20,60.5524
ID_-0.627_29.773_2022_21,65.267
ID_-0.627_29.773_2022_22,66.998634
ID_-0.627_29.773_2022_23,66.03239
ID_-0.627_29.773_2022_24,61.47779
ID_-0.627_29.773_2022_25,64.6536
ID_-0.627_29.773_2022_26,77.83545
ID_-0.627_29.773_2022_27,83.40252
ID_-0.627_29.773_2022_28,77.291534
ID_-0.627_29.773_2022_29,68.28986
ID_-0.627_29.773_2022_30,72.602715
ID_-0.627_29.773_2022_31,79.15668
ID_-0.627_29.773_2022_32,76.83387
ID_-0.627_29.773_2022_33,107.97448
ID_-0.627_29.773_2022_34,90.23004
ID_-0.627_29.773_2022_35,93.51942
ID_-0.627_29.773_2022_36,72.11298
ID_-0.627_29.773_2022_37,69.70827
ID_-0.627_29.773_2022_38,68.439835
ID_-0.627_29.773_2022_39,71.64935
ID_-0.627_29.773_2022_40,77.49731
ID_-0.627_29.773_2022_41,80.76508
ID_-0.627_29.773_2022_42,88.172035
ID_-0.627_29.773_2022_43,70.88451
ID_-0.627_29.773_2022_44,66.65805
ID_-0.627_29.773_2022_45,62.237488
ID_-0.627_29.773_2022_46,63.14706
ID_-0.627_29.773_2022_47,62.771027
ID_-0.627_29.773_2022_48,58.95282
ID_-0.637_30.763_2022_00,217.3255
ID_-0.637_30.763_2022_01,134.90544
ID_-0.637_30.763_2022_02,125.19934
ID_-0.637_30.763_2022_03,134.82971
ID_-0.637_30.763_2022_04,128.48935
ID_-0.637_30.763_2022_05,128.33319
ID_-0.637_30.763_2022_06,127.14834
ID_-0.637_30.763_2022_07,131.61519
ID_-0.637_30.763_2022_08,133.89621
ID_-0.637_30.763_2022_09,133.27922
ID_-0.637_30.763_2022_10,128.14539
ID_-0.637_30.763_2022_11,129.71857
ID_-0.637_30.763_2022_12,137.28912
ID_-0.637_30.763_2022_13,113.889305
ID_-0.637_30.763_2022_14,117.0562
ID_-0.637_30.763_2022_15,129.99248
ID_-0.637_30.763_2022_16,137.12193
ID_-0.637_30.763_2022_17,134.37689
ID_-0.637_30.763_2022_18,140.24562
ID_-0.637_30.763_2022_19,158.38474
ID_-0.637_30.763_2022_20,168.3841
ID_-0.637_30.763_2022_21,166.06244
ID_-0.637_30.763_2022_22,162.81468
ID_-0.637_30.763_2022_23,169.19376
ID_-0.637_30.763_2022_24,182.27304
ID_-0.637_30.763_2022_25,164.5772
ID_-0.637_30.763_2022_26,158.11624
ID_-0.637_30.763_2022_27,174.66483
ID_-0.637_30.763_2022_28,226.10777
ID_-0.637_30.763_2022_29,194.40176
ID_-0.637_30.763_2022_30,233.1784
ID_-0.637_30.763_2022_31,208.76625
ID_-0.637_30.763_2022_32,227.99092
ID_-0.637_30.763_2022_33,204.43013
ID_-0.637_30.763_2022_34,217.15233
ID_-0.637_30.763_2022_35,215.90479
ID_-0.637_30.763_2022_36,210.8385
ID_-0.637_30.763_2022_37,217.06781
ID_-0.637_30.763_2022_38,208.22525
ID_-0.637_30.763_2022_39,236.23781
ID_-0.637_30.763_2022_40,219.9505
ID_-0.637_30.763_2022_41,217.53688
ID_-0.637_30.763_2022_42,231.11786
ID_-0.637_30.763_2022_43,214.4214
ID_-0.637_30.763_2022_44,237.16505
ID_-0.637_30.763_2022_45,234.28468
ID_-0.637_30.763_2022_46,246.45659
ID_-0.637_30.763_2022_47,230.29817
ID_-0.637_30.763_2022_48,225.89362
ID_-0.653_30.447_2022_00,109.796135
ID_-0.653_30.447_2022_01,32.21859
ID_-0.653_30.447_2022_02,17.515749
ID_-0.653_30.447_2022_03,24.383982
ID_-0.653_30.447_2022_04,24.310787
ID_-0.653_30.447_2022_05,20.861032
ID_-0.653_30.447_2022_06,27.95921
ID_-0.653_30.447_2022_07,27.969864
ID_-0.653_30.447_2022_08,22.493252
ID_-0.653_30.447_2022_09,14.829573
ID_-0.653_30.447_2022_10,33.59882
ID_-0.653_30.447_2022_11,28.53631
ID_-0.653_30.447_2022_12,29.192295
ID_-0.653_30.447_2022_13,8.970321
ID_-0.653_30.447_2022_14,55.502243
ID_-0.653_30.447_2022_15,39.924267
ID_-0.653_30.447_2022_16,65.712944
ID_-0.653_30.447_2022_17,22.201117
ID_-0.653_30.447_2022_18,18.535984
ID_-0.653_30.447_2022_19,48.697556
ID_-0.653_30.447_2022_20,36.81081
ID_-0.653_30.447_2022_21,37.646477
ID_-0.653_30.447_2022_22,39.45597
ID_-0.653_30.447_2022_23,37.03323
ID_-0.653_30.447_2022_24,35.207767
ID_-0.653_30.447_2022_25,29.519857
ID_-0.653_30.447_2022_26,40.822002
ID_-0.653_30.447_2022_27,44.566273
ID_-0.653_30.447_2022_28,57.12158
ID_-0.653_30.447_2022_29,61.740723
ID_-0.653_30.447_2022_30,28.289806
ID_-0.653_30.447_2022_31,28.682493
ID_-0.653_30.447_2022_32,59.11982
ID_-0.653_30.447_2022_33,32.734653
ID_-0.653_30.447_2022_34,51.554344
ID_-0.653_30.447_2022_35,85.1922
ID_-0.653_30.447_2022_36,30.342648
ID_-0.653_30.447_2022_37,37.906876
ID_-0.653_30.447_2022_38,41.08764
ID_-0.653_30.447_2022_39,74.86136
ID_-0.653_30.447_2022_40,59.112843
ID_-0.653_30.447_2022_41,49.104984
ID_-0.653_30.447_2022_42,82.08584
ID_-0.653_30.447_2022_43,50.131836
ID_-0.653_30.447_2022_44,33.597633
ID_-0.653_30.447_2022_45,32.794537
ID_-0.653_30.447_2022_46,74.71343
ID_-0.653_30.447_2022_47,64.162315
ID_-0.653_30.447_2022_48,32.860947
ID_-0.659_30.341_2022_00,150.32704
ID_-0.659_30.341_2022_01,77.68805
ID_-0.659_30.341_2022_02,59.601315
ID_-0.659_30.341_2022_03,69.568695
ID_-0.659_30.341_2022_04,66.28469
ID_-0.659_30.341_2022_05,65.06615
ID_-0.659_30.341_2022_06,69.61239
ID_-0.659_30.341_2022_07,75.58002
ID_-0.659_30.341_2022_08,59.567482
ID_-0.659_30.341_2022_09,63.406483
ID_-0.659_30.341_2022_10,74.32971
ID_-0.659_30.341_2022_11,66.029434
ID_-0.659_30.341_2022_12,59.063442
ID_-0.659_30.341_2022_13,70.23935
ID_-0.659_30.341_2022_14,110.516396
ID_-0.659_30.341_2022_15,86.126976
ID_-0.659_30.341_2022_16,112.67799
ID_-0.659_30.341_2022_17,72.4617
ID_-0.659_30.341_2022_18,78.82255
ID_-0.659_30.341_2022_19,62.437786
ID_-0.659_30.341_2022_20,68.95739
ID_-0.659_30.341_2022_21,70.5078
ID_-0.659_30.341_2022_22,61.801258
ID_-0.659_30.341_2022_23,75.36539
ID_-0.659_30.341_2022_24,67.51826
ID_-0.659_30.341_2022_25,56.485626
ID_-0.659_30.341_2022_26,82.35262
ID_-0.659_30.341_2022_27,36.752064
ID_-0.659_30.341_2022_28,54.67835
ID_-0.659_30.341_2022_29,47.100227
ID_-0.659_30.341_2022_30,37.18683
ID_-0.659_30.341_2022_31,46.979687
ID_-0.659_30.341_2022_32,60.209663
ID_-0.659_30.341_2022_33,70.904144
ID_-0.659_30.341_2022_34,62.075413
ID_-0.659_30.341_2022_35,101.72882
ID_-0.659_30.341_2022_36,57.314865
ID_-0.659_30.341_2022_37,77.9116
ID_-0.659_30.341_2022_38,80.13456
ID_-0.659_30.341_2022_39,101.21526
ID_-0.659_30.341_2022_40,91.30413
ID_-0.659_30.341_2022_41,110.193756
ID_-0.659_30.341_2022_42,114.88529
ID_-0.659_30.341_2022_43,91.00366
ID_-0.659_30.341_2022_44,74.97576
ID_-0.659_30.341_2022_45,70.28513
ID_-0.659_30.341_2022_46,65.73948
ID_-0.659_30.341_2022_47,66.30681
ID_-0.659_30.341_2022_48,71.72589
ID_-0.667_30.433_2022_00,108.232315
ID_-0.667_30.433_2022_01,28.310322
ID_-0.667_30.433_2022_02,19.916924
ID_-0.667_30.433_2022_03,26.94083
ID_-0.667_30.433_2022_04,22.825256
ID_-0.667_30.433_2022_05,22.098125
ID_-0.667_30.433_2022_06,28.559557
ID_-0.667_30.433_2022_07,32.057705
ID_-0.667_30.433_2022_08,28.201363
ID_-0.667_30.433_2022_09,27.911236
ID_-0.667_30.433_2022_10,29.934837
ID_-0.667_30.433_2022_11,26.38713
ID_-0.667_30.433_2022_12,10.308496
ID_-0.667_30.433_2022_13,1.572133
ID_-0.667_30.433_2022_14,49.612484
ID_-0.667_30.433_2022_15,40.803143
ID_-0.667_30.433_2022_16,35.13229
ID_-0.667_30.433_2022_17,19.856485
ID_-0.667_30.433_2022_18,2.4823146
ID_-0.667_30.433_2022_19,23.746092
ID_-0.667_30.433_2022_20,18.718454
ID_-0.667_30.433_2022_21,39.653645
ID_-0.667_30.433_2022_22,46.392365
ID_-0.667_30.433_2022_23,39.170242
ID_-0.667_30.433_2022_24,30.897383
ID_-0.667_30.433_2022_25,38.50242
ID_-0.667_30.433_2022_26,33.77283
ID_-0.667_30.433_2022_27,20.345316
ID_-0.667_30.433_2022_28,27.681225
ID_-0.667_30.433_2022_29,18.902464
ID_-0.667_30.433_2022_30,14.292271
ID_-0.667_30.433_2022_31,34.23925
ID_-0.667_30.433_2022_32,52.70139
ID_-0.667_30.433_2022_33,45.125366
ID_-0.667_30.433_2022_34,27.516933
ID_-0.667_30.433_2022_35,43.302624
ID_-0.667_30.433_2022_36,24.318151
ID_-0.667_30.433_2022_37,37.441483
ID_-0.667_30.433_2022_38,47.60105
ID_-0.667_30.433_2022_39,63.00166
ID_-0.667_30.433_2022_40,68.347916
ID_-0.667_30.433_2022_41,67.79049
ID_-0.667_30.433_2022_42,62.198475
ID_-0.667_30.433_2022_43,58.656586
ID_-0.667_30.433_2022_44,29.450157
ID_-0.667_30.433_2022_45,24.671007
ID_-0.667_30.433_2022_46,26.735289
ID_-0.667_30.433_2022_47,28.920498
ID_-0.667_30.433_2022_48,37.70904
ID_-0.677_29.623_2022_00,137.16801
ID_-0.677_29.623_2022_01,34.80014
ID_-0.677_29.623_2022_02,18.74432
ID_-0.677_29.623_2022_03,38.458656
ID_-0.677_29.623_2022_04,28.955914
ID_-0.677_29.623_2022_05,19.170391
ID_-0.677_29.623_2022_06,106.33597
ID_-0.677_29.623_2022_07,125.58102
ID_-0.677_29.623_2022_08,136.56673
ID_-0.677_29.623_2022_09,129.78076
ID_-0.677_29.623_2022_10,19.774553
ID_-0.677_29.623_2022_11,26.59725
ID_-0.677_29.623_2022_12,21.977196
ID_-0.677_29.623_2022_13,29.891554
ID_-0.677_29.623_2022_14,33.770912
ID_-0.677_29.623_2022_15,28.244436
ID_-0.677_29.623_2022_16,47.240597
ID_-0.677_29.623_2022_17,25.540886
ID_-0.677_29.623_2022_18,34.80254
ID_-0.677_29.623_2022_19,29.965834
ID_-0.677_29.623_2022_20,41.283897
ID_-0.677_29.623_2022_21,31.143904
ID_-0.677_29.623_2022_22,29.566914
ID_-0.677_29.623_2022_23,40.703064
ID_-0.677_29.623_2022_24,44.686726
ID_-0.677_29.623_2022_25,26.846083
ID_-0.677_29.623_2022_26,25.691113
ID_-0.677_29.623_2022_27,47.352207
ID_-0.677_29.623_2022_28,34.42979
ID_-0.677_29.623_2022_29,32.03024
ID_-0.677_29.623_2022_30,54.526527
ID_-0.677_29.623_2022_31,26.807156
ID_-0.677_29.623_2022_32,42.18615
ID_-0.677_29.623_2022_33,47.516857
ID_-0.677_29.623_2022_34,47.67566
ID_-0.677_29.623_2022_35,46.76328
ID_-0.677_29.623_2022_36,46.453094
ID_-0.677_29.623_2022_37,54.984753
ID_-0.677_29.623_2022_38,38.573746
ID_-0.677_29.623_2022_39,45.44807
ID_-0.677_29.623_2022_40,38.23977
ID_-0.677_29.623_2022_41,28.04811
ID_-0.677_29.623_2022_42,37.81045
ID_-0.677_29.623_2022_43,40.685757
ID_-0.677_29.623_2022_44,27.675737
ID_-0.677_29.623_2022_45,36.240826
ID_-0.677_29.623_2022_46,27.685
ID_-0.677_29.623_2022_47,29.54528
ID_-0.677_29.623_2022_48,23.52748
ID_-0.598_29.102_2022_00,97.6263
ID_-0.598_29.102_2022_01,1.7208495
ID_-0.598_29.102_2022_02,8.40732
ID_-0.598_29.102_2022_03,8.196469
ID_-0.598_29.102_2022_04,8.462921
ID_-0.598_29.102_2022_05,9.100439
ID_-0.598_29.102_2022_06,10.201909
ID_-0.598_29.102_2022_07,81.93623
ID_-0.598_29.102_2022_08,78.83345
ID_-0.598_29.102_2022_09,10.289751
ID_-0.598_29.102_2022_10,2.9015274
ID_-0.598_29.102_2022_11,5.6697097
ID_-0.598_29.102_2022_12,9.843996
ID_-0.598_29.102_2022_13,8.76103
ID_-0.598_29.102_2022_14,6.5490155
ID_-0.598_29.102_2022_15,1.7600143
ID_-0.598_29.102_2022_16,2.1265194
ID_-0.598_29.102_2022_17,17.875021
ID_-0.598_29.102_2022_18,1.951681
ID_-0.598_29.102_2022_19,4.294269
ID_-0.598_29.102_2022_20,5.6636534
ID_-0.598_29.102_2022_21,9.04549
ID_-0.598_29.102_2022_22,24.909328
ID_-0.598_29.102_2022_23,8.43652
ID_-0.598_29.102_2022_24,31.352024
ID_-0.598_29.102_2022_25,20.918882
ID_-0.598_29.102_2022_26,18.992437
ID_-0.598_29.102_2022_27,18.433584
ID_-0.598_29.102_2022_28,6.356495
ID_-0.598_29.102_2022_29,0.7949258
ID_-0.598_29.102_2022_30,10.383418
ID_-0.598_29.102_2022_31,27.969969
ID_-0.598_29.102_2022_32,9.821681
ID_-0.598_29.102_2022_33,18.695215
ID_-0.598_29.102_2022_34,19.131905
ID_-0.598_29.102_2022_35,11.215475
ID_-0.598_29.102_2022_36,2.496908
ID_-0.598_29.102_2022_37,3.0442436
ID_-0.598_29.102_2022_38,7.832692
ID_-0.598_29.102_2022_39,6.0808206
ID_-0.598_29.102_2022_40,27.984468
ID_-0.598_29.102_2022_41,2.660694
ID_-0.598_29.102_2022_42,31.788155
ID_-0.598_29.102_2022_43,3.6358461
ID_-0.598_29.102_2022_44,6.1942515
ID_-0.598_29.102_2022_45,4.8180594
ID_-0.598_29.102_2022_46,1.0113052
ID_-0.598_29.102_2022_47,3.9641387
ID_-0.598_29.102_2022_48,5.4631343
ID_-0.604_29.896_2022_00,172.39185
ID_-0.604_29.896_2022_01,75.33603
ID_-0.604_29.896_2022_02,64.8206
ID_-0.604_29.896_2022_03,68.30662
ID_-0.604_29.896_2022_04,70.99912
ID_-0.604_29.896_2022_05,70.47156
ID_-0.604_29.896_2022_06,166.00287
ID_-0.604_29.896_2022_07,80.299194
ID_-0.604_29.896_2022_08,69.93243
ID_-0.604_29.896_2022_09,68.06182
ID_-0.604_29.896_2022_10,76.69776
ID_-0.604_29.896_2022_11,67.241196
ID_-0.604_29.896_2022_12,68.77298
ID_-0.604_29.896_2022_13,59.991833
ID_-0.604_29.896_2022_14,94.51415
ID_-0.604_29.896_2022_15,73.70589
ID_-0.604_29.896_2022_16,71.7771
ID_-0.604_29.896_2022_17,62.414345
ID_-0.604_29.896_2022_18,82.14911
ID_-0.604_29.896_2022_19,71.174446
ID_-0.604_29.896_2022_20,70.177444
ID_-0.604_29.896_2022_21,70.17481
ID_-0.604_29.896_2022_22,61.457928
ID_-0.604_29.896_2022_23,66.20634
ID_-0.604_29.896_2022_24,77.18932
ID_-0.604_29.896_2022_25,63.424305
ID_-0.604_29.896_2022_26,77.1202
ID_-0.604_29.896_2022_27,66.34424
ID_-0.604_29.896_2022_28,67.55387
ID_-0.604_29.896_2022_29,75.43562
ID_-0.604_29.896_2022_30,75.389336
ID_-0.604_29.896_2022_31,75.82057
ID_-0.604_29.896_2022_32,105.69172
ID_-0.604_29.896_2022_33,75.482315
ID_-0.604_29.896_2022_34,74.93821
ID_-0.604_29.896_2022_35,95.38814
ID_-0.604_29.896_2022_36,81.009575
ID_-0.604_29.896_2022_37,92.32661
ID_-0.604_29.896_2022_38,95.38274
ID_-0.604_29.896_2022_39,89.61561
ID_-0.604_29.896_2022_40,98.9503
ID_-0.604_29.896_2022_41,119.719635
ID_-0.604_29.896_2022_42,98.64708
